"","algo2","target","algo1","timestamp","global_number","choosen_algo"
"368","inharmonicity","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability",2020-05-26 08:26:49,98,2
"369","inharmonicity","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability",2020-05-26 08:27:12,98,2
"370","inharmonicity","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability",2020-05-26 08:27:37,98,2
"371","tiv_beatwise","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability_onlyh",2020-05-26 08:27:37,100,2
"372","tiv_framewise","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability_onlyh",2020-05-26 09:23:25,101,2
"373","tiv_whole","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability_onlyh",2020-05-26 09:24:22,102,2
"374","hutchinson","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability_onlyh",2020-05-26 09:24:28,103,2
"375","p_harmon","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability_onlyh",2020-05-26 09:24:38,104,2
"376","e_dissonance","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability_onlyh",2020-05-26 09:25:46,105,2
"377","inharmonicity","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability_onlyh",2020-05-26 09:25:35,106,2
"378","tiv_beatwise","140-l-0321618-0117600-dj4kat-susurri-synth-loo","roman_diss",2020-05-26 09:27:49,107,2
"379","tiv_beatwise","140-l-0321618-0117600-dj4kat-susurri-synth-loo","roman_diss",2020-05-26 09:28:13,107,2
"380","tiv_framewise","140-l-0321618-0117600-dj4kat-susurri-synth-loo","roman_diss",2020-05-26 09:28:08,108,2
"381","tiv_whole","140-l-0321618-0117600-dj4kat-susurri-synth-loo","roman_diss",2020-05-26 09:30:33,109,2
"382","hutchinson","140-l-0321618-0117600-dj4kat-susurri-synth-loo","roman_diss",2020-05-26 09:31:54,110,2
"383","inharmonicity","140-l-0321618-0117600-dj4kat-susurri-synth-loo","roman_diss",2020-05-26 09:32:59,113,2
"384","tiv_whole","140-l-0321618-0117600-dj4kat-susurri-synth-loo","tiv_beatwise",2020-05-26 09:33:24,115,2
"385","hutchinson","140-l-0321618-0117600-dj4kat-susurri-synth-loo","tiv_beatwise",2020-05-26 09:33:35,116,2
"386","tiv_whole","140-l-0321618-0117600-dj4kat-susurri-synth-loo","tiv_framewise",2020-05-26 09:34:27,120,2
"387","hutchinson","140-l-0321618-0117600-dj4kat-susurri-synth-loo","tiv_framewise",2020-05-26 09:34:38,121,2
"388","e_dissonance","140-l-0321618-0117600-dj4kat-susurri-synth-loo","tiv_framewise",2020-05-26 10:00:15,123,2
"389","inharmonicity","140-l-0321618-0117600-dj4kat-susurri-synth-loo","tiv_framewise",2020-05-26 10:00:42,124,2
"390","hutchinson","140-l-0321618-0117600-dj4kat-susurri-synth-loo","tiv_whole",2020-05-26 10:01:04,125,2
"391","e_dissonance","140-l-0321618-0117600-dj4kat-susurri-synth-loo","tiv_whole",2020-05-26 10:01:32,127,2
"392","e_dissonance","140-l-0321618-0117600-dj4kat-susurri-synth-loo","p_harmon",2020-05-26 10:02:36,132,2
"393","mashability_onlyh","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability",2020-05-26 10:03:16,135,2
"394","roman_diss","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability",2020-05-26 10:03:38,136,2
"395","tiv_beatwise","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability",2020-05-26 12:24:10,137,2
"396","tiv_whole","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability",2020-05-26 12:24:33,139,2
"397","p_harmon","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability",2020-05-26 10:28:55,141,2
"398","inharmonicity","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability",2020-05-26 10:29:15,143,2
"399","tiv_beatwise","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability_onlyh",2020-05-26 10:45:16,145,2
"400","tiv_framewise","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability_onlyh",2020-05-26 10:45:44,146,2
"401","tiv_whole","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability_onlyh",2020-05-26 10:46:19,147,2
"402","tiv_beatwise","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","roman_diss",2020-05-26 11:18:40,152,2
"403","tiv_framewise","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","roman_diss",2020-05-26 11:19:33,153,2
"404","tiv_whole","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","roman_diss",2020-05-26 11:20:01,154,2
"405","tiv_whole","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","tiv_beatwise",2020-05-26 11:22:57,160,2
"406","p_harmon","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","hutchinson",2020-05-26 12:06:26,174,2
"407","tiv_framewise","140-l-0345547-0055403-cufool-air-synth","mashability_onlyh",2020-05-26 12:26:22,191,2
"408","e_dissonance","140-l-0345547-0055403-cufool-air-synth","mashability_onlyh",2020-05-26 12:28:35,195,2
"409","inharmonicity","140-l-0345547-0055403-cufool-air-synth","mashability_onlyh",2020-05-26 12:28:55,196,2
"410","tiv_beatwise","140-l-0345547-0055403-cufool-air-synth","roman_diss",2020-05-26 12:29:51,197,2
"411","tiv_framewise","140-l-0345547-0055403-cufool-air-synth","roman_diss",2020-05-26 12:30:10,198,2
"412","e_dissonance","140-l-0345547-0055403-cufool-air-synth","roman_diss",2020-05-26 12:31:36,202,2
"413","inharmonicity","140-l-0345547-0055403-cufool-air-synth","roman_diss",2020-05-26 12:31:59,203,2
"414","inharmonicity","140-l-0345547-0055403-cufool-air-synth","roman_diss",2020-05-26 12:32:23,203,2
"415","tiv_framewise","140-l-0345547-0055403-cufool-air-synth","tiv_beatwise",2020-05-26 12:32:15,204,2
"416","tiv_whole","140-l-0345547-0055403-cufool-air-synth","tiv_beatwise",2020-05-26 12:32:33,205,2
"417","tiv_whole","140-l-0345547-0055403-cufool-air-synth","tiv_framewise",2020-05-26 12:33:57,210,2
"418","e_dissonance","140-l-0345547-0055403-cufool-air-synth","hutchinson",2020-05-26 12:37:02,220,2
"419","inharmonicity","140-l-0345547-0055403-cufool-air-synth","hutchinson",2020-05-26 13:16:25,221,2
"420","inharmonicity","140-l-0345547-0055403-cufool-air-synth","p_harmon",2020-05-26 13:17:59,223,2
"421","inharmonicity","140-l-0345547-0055403-cufool-air-synth","e_dissonance",2020-05-26 13:18:29,224,2
"422","inharmonicity","140-l-0420981-0051273-zatch-trance-pad-2-edit","mashability",2020-05-26 13:23:35,233,2
"423","tiv_beatwise","140-l-0420981-0051273-zatch-trance-pad-2-edit","mashability_onlyh",2020-05-26 13:24:45,235,2
"424","inharmonicity","140-l-0420981-0051273-zatch-trance-pad-2-edit","mashability_onlyh",2020-05-26 13:32:25,241,2
"425","tiv_beatwise","140-l-0420981-0051273-zatch-trance-pad-2-edit","roman_diss",2020-05-26 13:32:53,242,2
"426","tiv_framewise","140-l-0420981-0051273-zatch-trance-pad-2-edit","roman_diss",2020-05-26 20:05:48,243,2
"427","tiv_whole","140-l-0420981-0051273-zatch-trance-pad-2-edit","roman_diss",2020-05-26 13:55:55,244,2
"428","tiv_whole","140-l-0420981-0051273-zatch-trance-pad-2-edit","tiv_framewise",2020-05-26 14:00:56,255,2
"429","hutchinson","140-l-0420981-0051273-zatch-trance-pad-2-edit","tiv_framewise",2020-05-26 14:01:05,256,2
"430","inharmonicity","140-l-0420981-0051273-zatch-trance-pad-2-edit","tiv_framewise",2020-05-26 14:10:10,259,2
"431","p_harmon","140-l-0420981-0051273-zatch-trance-pad-2-edit","hutchinson",2020-05-26 14:14:20,264,2
"432","inharmonicity","140-l-0420981-0051273-zatch-trance-pad-2-edit","hutchinson",2020-05-26 14:21:11,266,2
"433","inharmonicity","140-l-0420981-0051273-zatch-trance-pad-2-edit","e_dissonance",2020-05-26 14:22:10,269,2
"434","tiv_beatwise","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability",2020-05-26 14:23:33,272,2
"435","tiv_framewise","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability",2020-05-26 14:26:25,273,2
"436","hutchinson","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability",2020-05-26 14:27:05,275,2
"437","p_harmon","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability",2020-05-26 14:27:21,276,2
"438","e_dissonance","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability",2020-05-26 14:27:37,277,2
"439","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability",2020-05-26 14:27:59,278,2
"440","roman_diss","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-26 14:28:19,279,2
"441","tiv_beatwise","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-26 14:28:36,280,2
"442","tiv_framewise","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-26 14:28:46,281,2
"443","tiv_framewise","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-30 23:30:45,281,2
"444","hutchinson","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-26 14:29:07,283,2
"445","hutchinson","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-30 23:30:28,283,2
"446","p_harmon","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-30 23:30:16,284,2
"447","p_harmon","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-26 14:29:12,284,2
"448","e_dissonance","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-30 23:29:59,285,2
"449","e_dissonance","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-26 14:29:16,285,2
"450","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-26 14:29:21,286,2
"451","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-30 23:29:51,286,2
"452","tiv_beatwise","140-l-0643834-0056295-xray731-trap-muzik-ar","roman_diss",2020-05-26 14:29:25,287,2
"453","hutchinson","140-l-0643834-0056295-xray731-trap-muzik-ar","roman_diss",2020-05-30 23:28:41,290,2
"454","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","roman_diss",2020-05-30 23:27:45,293,2
"455","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","roman_diss",2020-05-26 14:39:53,293,2
"456","tiv_framewise","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_beatwise",2020-05-30 23:26:11,294,2
"457","hutchinson","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_beatwise",2020-05-30 09:34:59,296,2
"458","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_beatwise",2020-05-30 09:34:29,299,2
"459","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_beatwise",2020-05-26 14:41:34,299,2
"460","hutchinson","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_framewise",2020-05-26 14:42:08,301,2
"461","hutchinson","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_framewise",2020-05-30 09:33:59,301,2
"462","e_dissonance","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_framewise",2020-05-26 14:50:37,303,2
"463","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_framewise",2020-05-30 09:33:24,304,2
"464","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_framewise",2020-05-26 15:14:36,304,2
"465","hutchinson","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_whole",2020-05-30 09:33:09,305,2
"466","hutchinson","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_whole",2020-05-26 15:15:08,305,2
"467","p_harmon","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_whole",2020-05-26 15:15:27,306,2
"468","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_whole",2020-05-30 09:32:18,308,2
"469","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_whole",2020-05-26 15:16:04,308,2
"470","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","hutchinson",2020-05-26 15:25:41,311,2
"471","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","hutchinson",2020-05-29 09:07:59,311,2
"472","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","p_harmon",2020-05-29 09:07:38,313,2
"473","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","p_harmon",2020-05-26 15:26:24,313,2
"474","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","e_dissonance",2020-05-29 09:07:13,314,2
"475","inharmonicity","140-l-0643834-0056295-xray731-trap-muzik-ar","e_dissonance",2020-05-26 15:26:35,314,2
"476","roman_diss","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability",2020-05-26 15:27:34,316,2
"477","tiv_beatwise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability",2020-05-29 09:06:14,317,2
"478","tiv_framewise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability",2020-05-26 15:28:09,318,2
"479","hutchinson","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability",2020-05-26 15:28:39,320,2
"480","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability",2020-05-29 09:04:27,323,2
"481","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability",2020-05-26 15:29:25,323,2
"482","roman_diss","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-26 15:29:39,324,2
"483","tiv_framewise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-26 15:40:04,326,2
"484","tiv_whole","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-26 15:40:49,327,2
"485","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-26 15:42:47,331,2
"486","tiv_framewise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-26 15:43:30,333,2
"487","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-26 15:45:08,338,2
"488","tiv_framewise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_beatwise",2020-05-26 15:45:22,339,2
"489","tiv_whole","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_beatwise",2020-05-26 15:45:40,340,2
"490","hutchinson","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_beatwise",2020-05-27 18:13:19,341,2
"491","p_harmon","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_beatwise",2020-05-27 18:13:06,342,2
"492","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_beatwise",2020-05-26 16:12:22,344,2
"493","tiv_whole","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_framewise",2020-05-26 16:12:56,345,2
"494","tiv_whole","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_framewise",2020-05-27 18:11:59,345,2
"495","p_harmon","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_framewise",2020-05-27 18:11:16,347,2
"496","hutchinson","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_whole",2020-05-27 18:10:16,350,2
"497","hutchinson","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_whole",2020-05-26 16:16:53,350,2
"498","p_harmon","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_whole",2020-05-27 18:09:56,351,2
"499","e_dissonance","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_whole",2020-05-26 16:17:36,352,2
"500","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_whole",2020-05-27 18:08:55,353,2
"501","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","hutchinson",2020-05-26 16:22:18,356,2
"502","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","hutchinson",2020-05-27 15:45:40,356,2
"503","e_dissonance","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","p_harmon",2020-05-26 16:23:24,357,2
"504","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","p_harmon",2020-05-27 15:03:31,358,2
"505","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","p_harmon",2020-05-26 16:23:47,358,2
"506","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","e_dissonance",2020-05-27 15:02:31,359,2
"507","roman_diss","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-26 16:27:06,361,2
"508","tiv_beatwise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-26 16:27:47,362,2
"509","tiv_beatwise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-27 13:32:00,362,2
"510","tiv_framewise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-26 16:28:06,363,2
"511","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-26 16:28:19,364,2
"512","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-27 13:31:05,364,2
"513","hutchinson","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-26 16:28:28,365,2
"514","p_harmon","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-26 16:29:01,366,2
"515","e_dissonance","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-26 16:29:18,367,2
"516","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability",2020-05-26 16:29:37,368,2
"517","tiv_beatwise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-26 16:30:37,370,2
"518","tiv_beatwise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-27 13:27:50,370,2
"519","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-26 20:06:47,372,2
"520","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-27 13:26:58,372,2
"521","p_harmon","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-27 13:25:09,374,2
"522","p_harmon","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-26 20:07:52,374,2
"523","e_dissonance","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-27 12:35:50,375,2
"524","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-27 12:35:38,376,2
"525","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-26 20:08:42,376,2
"526","tiv_beatwise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-26 20:09:14,377,2
"527","tiv_beatwise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-27 12:35:21,377,2
"528","tiv_framewise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-26 21:33:28,378,2
"529","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-27 12:34:53,379,2
"530","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-26 21:33:55,379,2
"531","p_harmon","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-26 21:34:34,381,2
"532","p_harmon","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-27 12:34:36,381,2
"533","e_dissonance","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-26 21:34:52,382,2
"534","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-27 12:34:05,383,2
"535","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-26 21:35:08,383,2
"536","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_beatwise",2020-05-26 21:35:59,385,2
"537","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_beatwise",2020-05-26 21:37:01,389,2
"538","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_framewise",2020-05-27 09:30:12,390,2
"539","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_framewise",2020-05-26 21:37:11,390,2
"540","hutchinson","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_framewise",2020-05-27 09:29:55,391,2
"541","p_harmon","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_framewise",2020-05-26 21:37:35,392,2
"542","p_harmon","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_framewise",2020-05-27 09:29:29,392,2
"543","e_dissonance","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_framewise",2020-05-27 09:29:16,393,2
"544","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_framewise",2020-05-27 00:51:51,394,2
"545","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_framewise",2020-05-27 09:29:04,394,2
"546","p_harmon","140-l-0920952-0134130-bass-never-turn-back-akaleboss","hutchinson",2020-05-27 09:26:24,399,2
"547","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","hutchinson",2020-05-27 00:53:55,401,2
"548","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","hutchinson",2020-05-27 09:25:57,401,2
"549","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","p_harmon",2020-05-27 00:54:24,403,2
"550","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","e_dissonance",2020-05-27 00:54:32,404,2
"551","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","e_dissonance",2020-05-27 09:24:23,404,2
